Plot_Num,Disturbance,Nutrients,Type,Block,Sub_Plot,Date,Day,Month,Year,Height_cm,Sex
64,D0,N0,Helena,B6,4,8/7/2020,8,7,2020,0,
65,D1,N0,CFX-1,B6,5,8/7/2020,8,7,2020,0,
65,D1,N0,CFX-1,B6,5,8/7/2020,8,7,2020,0,
65,D1,N0,CFX-1,B6,5,8/7/2020,8,7,2020,0,
65,D1,N0,CFX-1,B6,5,8/7/2020,8,7,2020,0,
65,D1,N0,CFX-1,B6,5,8/7/2020,8,7,2020,0,
65,D1,N0,CFX-1,B6,5,8/7/2020,8,7,2020,0,
66,D1,N1,Helena,B6,6,8/7/2020,8,7,2020,10,F
66,D1,N1,Helena,B6,6,8/7/2020,8,7,2020,16,F
66,D1,N1,Helena,B6,6,8/7/2020,8,7,2020,11,V
66,D1,N1,Helena,B6,6,8/7/2020,8,7,2020,34,M
66,D1,N1,Helena,B6,6,8/7/2020,8,7,2020,9,V
66,D1,N1,Helena,B6,6,8/7/2020,8,7,2020,20,V
67,D1,N0,Han-NE,B6,7,8/7/2020,8,7,2020,15,V
67,D1,N0,Han-NE,B6,7,8/7/2020,8,7,2020,9,V
67,D1,N0,Han-NE,B6,7,8/7/2020,8,7,2020,10,V
67,D1,N0,Han-NE,B6,7,8/7/2020,8,7,2020,15,V
67,D1,N0,Han-NE,B6,7,8/7/2020,8,7,2020,7,V
67,D1,N0,Han-NE,B6,7,8/7/2020,8,7,2020,0,
68,D1,N0,Helena,B6,8,8/7/2020,8,7,2020,0,
68,D1,N0,Helena,B6,8,8/7/2020,8,7,2020,0,
68,D1,N0,Helena,B6,8,8/7/2020,8,7,2020,0,
68,D1,N0,Helena,B6,8,8/7/2020,8,7,2020,0,
68,D1,N0,Helena,B6,8,8/7/2020,8,7,2020,0,
68,D1,N0,Helena,B6,8,8/7/2020,8,7,2020,0,
69,D0,N1,Han-NE,B6,9,8/7/2020,8,7,2020,0,
69,D0,N1,Han-NE,B6,9,8/7/2020,8,7,2020,0,
69,D0,N1,Han-NE,B6,9,8/7/2020,8,7,2020,0,
69,D0,N1,Han-NE,B6,9,8/7/2020,8,7,2020,0,
69,D0,N1,Han-NE,B6,9,8/7/2020,8,7,2020,0,
69,D0,N1,Han-NE,B6,9,8/7/2020,8,7,2020,0,
70,D0,N1,CFX-1,B6,10,8/7/2020,8,7,2020,0,
70,D0,N1,CFX-1,B6,10,8/7/2020,8,7,2020,0,
70,D0,N1,CFX-1,B6,10,8/7/2020,8,7,2020,0,
70,D0,N1,CFX-1,B6,10,8/7/2020,8,7,2020,0,
70,D0,N1,CFX-1,B6,10,8/7/2020,8,7,2020,0,
70,D0,N1,CFX-1,B6,10,8/7/2020,8,7,2020,0,
71,D1,N1,Han-NE,B6,11,8/7/2020,8,7,2020,12,V
71,D1,N1,Han-NE,B6,11,8/7/2020,8,7,2020,11,V
71,D1,N1,Han-NE,B6,11,8/7/2020,8,7,2020,13,F
71,D1,N1,Han-NE,B6,11,8/7/2020,8,7,2020,23,M
71,D1,N1,Han-NE,B6,11,8/7/2020,8,7,2020,17,F
71,D1,N1,Han-NE,B6,11,8/7/2020,8,7,2020,14,
72,D0,N1,Helena,B6,12,8/7/2020,8,7,2020,0,
72,D0,N1,Helena,B6,12,8/7/2020,8,7,2020,0,
72,D0,N1,Helena,B6,12,8/7/2020,8,7,2020,0,
72,D0,N1,Helena,B6,12,8/7/2020,8,7,2020,0,
72,D0,N1,Helena,B6,12,8/7/2020,8,7,2020,0,
72,D0,N1,Helena,B6,12,8/7/2020,8,7,2020,0,
73,D0,N0,CFX-1,B7,1,8/7/2020,8,7,2020,0,
73,D0,N0,CFX-1,B7,1,8/7/2020,8,7,2020,0,
73,D0,N0,CFX-1,B7,1,8/7/2020,8,7,2020,0,
73,D0,N0,CFX-1,B7,1,8/7/2020,8,7,2020,0,
73,D0,N0,CFX-1,B7,1,8/7/2020,8,7,2020,0,
73,D0,N0,CFX-1,B7,1,8/7/2020,8,7,2020,0,
74,D0,N0,Han-NE,B7,2,8/7/2020,8,7,2020,0,
74,D0,N0,Han-NE,B7,2,8/7/2020,8,7,2020,0,
74,D0,N0,Han-NE,B7,2,8/7/2020,8,7,2020,0,
74,D0,N0,Han-NE,B7,2,8/7/2020,8,7,2020,0,
74,D0,N0,Han-NE,B7,2,8/7/2020,8,7,2020,0,
74,D0,N0,Han-NE,B7,2,8/7/2020,8,7,2020,0,
75,D1,N0,Helena,B7,3,8/7/2020,8,7,2020,17,F
75,D1,N0,Helena,B7,3,8/7/2020,8,7,2020,10,M
75,D1,N0,Helena,B7,3,8/7/2020,8,7,2020,13,V
75,D1,N0,Helena,B7,3,8/7/2020,8,7,2020,10,V
75,D1,N0,Helena,B7,3,8/7/2020,8,7,2020,8,V
75,D1,N0,Helena,B7,3,8/7/2020,8,7,2020,16,M
76,D1,N0,CFX-1,B7,4,8/7/2020,8,7,2020,18,M
76,D1,N0,CFX-1,B7,4,8/7/2020,8,7,2020,8,F
76,D1,N0,CFX-1,B7,4,8/7/2020,8,7,2020,7,F
76,D1,N0,CFX-1,B7,4,8/7/2020,8,7,2020,7,F
76,D1,N0,CFX-1,B7,4,8/7/2020,8,7,2020,0,
76,D1,N0,CFX-1,B7,4,8/7/2020,8,7,2020,0,
77,D1,N1,CFX-1,B7,5,8/7/2020,8,7,2020,5,V
77,D1,N1,CFX-1,B7,5,8/7/2020,8,7,2020,13,M
77,D1,N1,CFX-1,B7,5,8/7/2020,8,7,2020,15,M
77,D1,N1,CFX-1,B7,5,8/7/2020,8,7,2020,0,
77,D1,N1,CFX-1,B7,5,8/7/2020,8,7,2020,0,
77,D1,N1,CFX-1,B7,5,8/7/2020,8,7,2020,0,
78,D0,N0,Helena,B7,6,8/7/2020,8,7,2020,0,
78,D0,N0,Helena,B7,6,8/7/2020,8,7,2020,0,
78,D0,N0,Helena,B7,6,8/7/2020,8,7,2020,0,
78,D0,N0,Helena,B7,6,8/7/2020,8,7,2020,0,
78,D0,N0,Helena,B7,6,8/7/2020,8,7,2020,0,
78,D0,N0,Helena,B7,6,8/7/2020,8,7,2020,0,
79,D1,N1,Helena,B7,7,8/7/2020,8,7,2020,23,M
79,D1,N1,Helena,B7,7,8/7/2020,8,7,2020,7,V
79,D1,N1,Helena,B7,7,8/7/2020,8,7,2020,14,V
79,D1,N1,Helena,B7,7,8/7/2020,8,7,2020,20,M
79,D1,N1,Helena,B7,7,8/7/2020,8,7,2020,15,F
79,D1,N1,Helena,B7,7,8/7/2020,8,7,2020,10,F
80,D0,N1,Helena,B7,8,8/7/2020,8,7,2020,0,
80,D0,N1,Helena,B7,8,8/7/2020,8,7,2020,0,
80,D0,N1,Helena,B7,8,8/7/2020,8,7,2020,0,
80,D0,N1,Helena,B7,8,8/7/2020,8,7,2020,0,
80,D0,N1,Helena,B7,8,8/7/2020,8,7,2020,0,
80,D0,N1,Helena,B7,8,8/7/2020,8,7,2020,0,
81,D0,N1,Han-NE,B7,9,8/7/2020,8,7,2020,0,
81,D0,N1,Han-NE,B7,9,8/7/2020,8,7,2020,0,
81,D0,N1,Han-NE,B7,9,8/7/2020,8,7,2020,0,
81,D0,N1,Han-NE,B7,9,8/7/2020,8,7,2020,0,
81,D0,N1,Han-NE,B7,9,8/7/2020,8,7,2020,0,
81,D0,N1,Han-NE,B7,9,8/7/2020,8,7,2020,0,
82,D1,N1,Han-NE,B7,10,8/7/2020,8,7,2020,0,
82,D1,N1,Han-NE,B7,10,8/7/2020,8,7,2020,0,
82,D1,N1,Han-NE,B7,10,8/7/2020,8,7,2020,0,
82,D1,N1,Han-NE,B7,10,8/7/2020,8,7,2020,0,
82,D1,N1,Han-NE,B7,10,8/7/2020,8,7,2020,0,
82,D1,N1,Han-NE,B7,10,8/7/2020,8,7,2020,0,
83,D1,N0,Han-NE,B7,11,8/7/2020,8,7,2020,9,V
83,D1,N0,Han-NE,B7,11,8/7/2020,8,7,2020,18,V
83,D1,N0,Han-NE,B7,11,8/7/2020,8,7,2020,15,V
83,D1,N0,Han-NE,B7,11,8/7/2020,8,7,2020,17,V
83,D1,N0,Han-NE,B7,11,8/7/2020,8,7,2020,36,M
83,D1,N0,Han-NE,B7,11,8/7/2020,8,7,2020,29,M
84,D0,N1,CFX-1,B7,12,8/7/2020,8,7,2020,0,
84,D0,N1,CFX-1,B7,12,8/7/2020,8,7,2020,0,
84,D0,N1,CFX-1,B7,12,8/7/2020,8,7,2020,0,
84,D0,N1,CFX-1,B7,12,8/7/2020,8,7,2020,0,
84,D0,N1,CFX-1,B7,12,8/7/2020,8,7,2020,0,
84,D0,N1,CFX-1,B7,12,8/7/2020,8,7,2020,0,
85,D1,N1,Helena,B8,1,8/7/2020,8,7,2020,16,M
85,D1,N1,Helena,B8,1,8/7/2020,8,7,2020,14,V
85,D1,N1,Helena,B8,1,8/7/2020,8,7,2020,15,F
85,D1,N1,Helena,B8,1,8/7/2020,8,7,2020,17,F
85,D1,N1,Helena,B8,1,8/7/2020,8,7,2020,12,V
85,D1,N1,Helena,B8,1,8/7/2020,8,7,2020,29,M
86,D1,N1,CFX-1,B8,2,8/7/2020,8,7,2020,10,F
86,D1,N1,CFX-1,B8,2,8/7/2020,8,7,2020,0,
86,D1,N1,CFX-1,B8,2,8/7/2020,8,7,2020,0,
86,D1,N1,CFX-1,B8,2,8/7/2020,8,7,2020,0,
86,D1,N1,CFX-1,B8,2,8/7/2020,8,7,2020,0,
86,D1,N1,CFX-1,B8,2,8/7/2020,8,7,2020,0,
87,D1,N1,Han-NE,B8,3,8/7/2020,8,7,2020,24,V
87,D1,N1,Han-NE,B8,3,8/7/2020,8,7,2020,22,V
87,D1,N1,Han-NE,B8,3,8/7/2020,8,7,2020,19,V
87,D1,N1,Han-NE,B8,3,8/7/2020,8,7,2020,17,V
87,D1,N1,Han-NE,B8,3,8/7/2020,8,7,2020,12,V
87,D1,N1,Han-NE,B8,3,8/7/2020,8,7,2020,15,V
88,D0,N0,Han-NE,B8,4,8/7/2020,8,7,2020,0,
88,D0,N0,Han-NE,B8,4,8/7/2020,8,7,2020,0,
88,D0,N0,Han-NE,B8,4,8/7/2020,8,7,2020,0,
88,D0,N0,Han-NE,B8,4,8/7/2020,8,7,2020,0,
88,D0,N0,Han-NE,B8,4,8/7/2020,8,7,2020,0,
88,D0,N0,Han-NE,B8,4,8/7/2020,8,7,2020,0,
89,D0,N1,CFX-1,B8,5,8/7/2020,8,7,2020,0,
89,D0,N1,CFX-1,B8,5,8/7/2020,8,7,2020,0,
89,D0,N1,CFX-1,B8,5,8/7/2020,8,7,2020,0,
89,D0,N1,CFX-1,B8,5,8/7/2020,8,7,2020,0,
89,D0,N1,CFX-1,B8,5,8/7/2020,8,7,2020,0,
89,D0,N1,CFX-1,B8,5,8/7/2020,8,7,2020,0,
90,D1,N0,Han-NE,B8,6,8/7/2020,8,7,2020,18,V
90,D1,N0,Han-NE,B8,6,8/7/2020,8,7,2020,20,V
90,D1,N0,Han-NE,B8,6,8/7/2020,8,7,2020,27,M
90,D1,N0,Han-NE,B8,6,8/7/2020,8,7,2020,14,V
90,D1,N0,Han-NE,B8,6,8/7/2020,8,7,2020,25,M
90,D1,N0,Han-NE,B8,6,8/7/2020,8,7,2020,12,V
91,D0,N1,Helena,B8,7,8/7/2020,8,7,2020,0,
91,D0,N1,Helena,B8,7,8/7/2020,8,7,2020,0,
91,D0,N1,Helena,B8,7,8/7/2020,8,7,2020,0,
91,D0,N1,Helena,B8,7,8/7/2020,8,7,2020,0,
91,D0,N1,Helena,B8,7,8/7/2020,8,7,2020,0,
91,D0,N1,Helena,B8,7,8/7/2020,8,7,2020,0,
92,D1,N0,Helena,B8,8,8/7/2020,8,7,2020,16,V
92,D1,N0,Helena,B8,8,8/7/2020,8,7,2020,28,M
92,D1,N0,Helena,B8,8,8/7/2020,8,7,2020,22,V
92,D1,N0,Helena,B8,8,8/7/2020,8,7,2020,25,V
92,D1,N0,Helena,B8,8,8/7/2020,8,7,2020,14,V
92,D1,N0,Helena,B8,8,8/7/2020,8,7,2020,38,M
93,D1,N0,CFX-1,B8,9,8/7/2020,8,7,2020,13,F
93,D1,N0,CFX-1,B8,9,8/7/2020,8,7,2020,0,
93,D1,N0,CFX-1,B8,9,8/7/2020,8,7,2020,0,
93,D1,N0,CFX-1,B8,9,8/7/2020,8,7,2020,0,
93,D1,N0,CFX-1,B8,9,8/7/2020,8,7,2020,0,
93,D1,N0,CFX-1,B8,9,8/7/2020,8,7,2020,0,
94,D0,N0,CFX-1,B8,10,8/7/2020,8,7,2020,0,
94,D0,N0,CFX-1,B8,10,8/7/2020,8,7,2020,0,
94,D0,N0,CFX-1,B8,10,8/7/2020,8,7,2020,0,
94,D0,N0,CFX-1,B8,10,8/7/2020,8,7,2020,0,
94,D0,N0,CFX-1,B8,10,8/7/2020,8,7,2020,0,
94,D0,N0,CFX-1,B8,10,8/7/2020,8,7,2020,0,
95,D0,N0,Helena,B8,11,8/7/2020,8,7,2020,0,
95,D0,N0,Helena,B8,11,8/7/2020,8,7,2020,0,
95,D0,N0,Helena,B8,11,8/7/2020,8,7,2020,0,
95,D0,N0,Helena,B8,11,8/7/2020,8,7,2020,0,
95,D0,N0,Helena,B8,11,8/7/2020,8,7,2020,0,
95,D0,N0,Helena,B8,11,8/7/2020,8,7,2020,0,
96,D0,N1,Han-NE,B8,12,8/7/2020,8,7,2020,0,
96,D0,N1,Han-NE,B8,12,8/7/2020,8,7,2020,0,
96,D0,N1,Han-NE,B8,12,8/7/2020,8,7,2020,0,
96,D0,N1,Han-NE,B8,12,8/7/2020,8,7,2020,0,
96,D0,N1,Han-NE,B8,12,8/7/2020,8,7,2020,0,
96,D0,N1,Han-NE,B8,12,8/7/2020,8,7,2020,0,
1,D1,N1,Han-NE,B1,1,9/4/2020,9,4,2020,41,F
1,D1,N1,Han-NE,B1,1,9/4/2020,9,4,2020,0,
1,D1,N1,Han-NE,B1,1,9/4/2020,9,4,2020,0,
1,D1,N1,Han-NE,B1,1,9/4/2020,9,4,2020,0,
1,D1,N1,Han-NE,B1,1,9/4/2020,9,4,2020,0,
1,D1,N1,Han-NE,B1,1,9/4/2020,9,4,2020,0,
2,D1,N1,Helena,B1,2,9/4/2020,9,4,2020,38,M
2,D1,N1,Helena,B1,2,9/4/2020,9,4,2020,44,F
2,D1,N1,Helena,B1,2,9/4/2020,9,4,2020,0,
2,D1,N1,Helena,B1,2,9/4/2020,9,4,2020,0,
2,D1,N1,Helena,B1,2,9/4/2020,9,4,2020,0,
2,D1,N1,Helena,B1,2,9/4/2020,9,4,2020,0,
3,D0,N0,CFX-1,B1,3,9/4/2020,9,4,2020,0,
3,D0,N0,CFX-1,B1,3,9/4/2020,9,4,2020,0,
3,D0,N0,CFX-1,B1,3,9/4/2020,9,4,2020,0,
3,D0,N0,CFX-1,B1,3,9/4/2020,9,4,2020,0,
3,D0,N0,CFX-1,B1,3,9/4/2020,9,4,2020,0,
3,D0,N0,CFX-1,B1,3,9/4/2020,9,4,2020,0,
4,D1,N0,Helena,B1,4,9/4/2020,9,4,2020,0,
4,D1,N0,Helena,B1,4,9/4/2020,9,4,2020,0,
4,D1,N0,Helena,B1,4,9/4/2020,9,4,2020,0,
4,D1,N0,Helena,B1,4,9/4/2020,9,4,2020,0,
4,D1,N0,Helena,B1,4,9/4/2020,9,4,2020,0,
4,D1,N0,Helena,B1,4,9/4/2020,9,4,2020,0,
5,D0,N1,CFX-1,B1,5,9/4/2020,9,4,2020,0,
5,D0,N1,CFX-1,B1,5,9/4/2020,9,4,2020,0,
5,D0,N1,CFX-1,B1,5,9/4/2020,9,4,2020,0,
5,D0,N1,CFX-1,B1,5,9/4/2020,9,4,2020,0,
5,D0,N1,CFX-1,B1,5,9/4/2020,9,4,2020,0,
5,D0,N1,CFX-1,B1,5,9/4/2020,9,4,2020,0,
6,D0,N0,Helena,B1,6,9/4/2020,9,4,2020,0,
6,D0,N0,Helena,B1,6,9/4/2020,9,4,2020,0,
6,D0,N0,Helena,B1,6,9/4/2020,9,4,2020,0,
6,D0,N0,Helena,B1,6,9/4/2020,9,4,2020,0,
6,D0,N0,Helena,B1,6,9/4/2020,9,4,2020,0,
6,D0,N0,Helena,B1,6,9/4/2020,9,4,2020,0,
7,D1,N0,Han-NE,B1,7,9/4/2020,9,4,2020,0,
7,D1,N0,Han-NE,B1,7,9/4/2020,9,4,2020,0,
7,D1,N0,Han-NE,B1,7,9/4/2020,9,4,2020,0,
7,D1,N0,Han-NE,B1,7,9/4/2020,9,4,2020,0,
7,D1,N0,Han-NE,B1,7,9/4/2020,9,4,2020,0,
7,D1,N0,Han-NE,B1,7,9/4/2020,9,4,2020,0,
8,D0,N1,Han-NE,B1,8,9/4/2020,9,4,2020,0,
8,D0,N1,Han-NE,B1,8,9/4/2020,9,4,2020,0,
8,D0,N1,Han-NE,B1,8,9/4/2020,9,4,2020,0,
8,D0,N1,Han-NE,B1,8,9/4/2020,9,4,2020,0,
8,D0,N1,Han-NE,B1,8,9/4/2020,9,4,2020,0,
8,D0,N1,Han-NE,B1,8,9/4/2020,9,4,2020,0,
9,D0,N1,Helena,B1,9,9/4/2020,9,4,2020,0,
9,D0,N1,Helena,B1,9,9/4/2020,9,4,2020,0,
9,D0,N1,Helena,B1,9,9/4/2020,9,4,2020,0,
9,D0,N1,Helena,B1,9,9/4/2020,9,4,2020,0,
9,D0,N1,Helena,B1,9,9/4/2020,9,4,2020,0,
9,D0,N1,Helena,B1,9,9/4/2020,9,4,2020,0,
10,D1,N0,CFX-1,B1,10,9/4/2020,9,4,2020,20,F
10,D1,N0,CFX-1,B1,10,9/4/2020,9,4,2020,12,F
10,D1,N0,CFX-1,B1,10,9/4/2020,9,4,2020,13,F
10,D1,N0,CFX-1,B1,10,9/4/2020,9,4,2020,17,F
10,D1,N0,CFX-1,B1,10,9/4/2020,9,4,2020,19,F
10,D1,N0,CFX-1,B1,10,9/4/2020,9,4,2020,15,F
11,D0,N0,Han-NE,B1,11,9/4/2020,9,4,2020,0,
11,D0,N0,Han-NE,B1,11,9/4/2020,9,4,2020,0,
11,D0,N0,Han-NE,B1,11,9/4/2020,9,4,2020,0,
11,D0,N0,Han-NE,B1,11,9/4/2020,9,4,2020,0,
11,D0,N0,Han-NE,B1,11,9/4/2020,9,4,2020,0,
11,D0,N0,Han-NE,B1,11,9/4/2020,9,4,2020,0,
12,D1,N1,CFX-1,B1,12,9/4/2020,9,4,2020,0,
12,D1,N1,CFX-1,B1,12,9/4/2020,9,4,2020,0,
12,D1,N1,CFX-1,B1,12,9/4/2020,9,4,2020,0,
12,D1,N1,CFX-1,B1,12,9/4/2020,9,4,2020,0,
12,D1,N1,CFX-1,B1,12,9/4/2020,9,4,2020,0,
12,D1,N1,CFX-1,B1,12,9/4/2020,9,4,2020,0,
13,D1,N0,CFX-1,B2,1,9/4/2020,9,4,2020,0,
13,D1,N0,CFX-1,B2,1,9/4/2020,9,4,2020,0,
13,D1,N0,CFX-1,B2,1,9/4/2020,9,4,2020,0,
13,D1,N0,CFX-1,B2,1,9/4/2020,9,4,2020,0,
13,D1,N0,CFX-1,B2,1,9/4/2020,9,4,2020,0,
13,D1,N0,CFX-1,B2,1,9/4/2020,9,4,2020,0,
14,D0,N0,Han-NE,B2,2,9/4/2020,9,4,2020,0,
14,D0,N0,Han-NE,B2,2,9/4/2020,9,4,2020,0,
14,D0,N0,Han-NE,B2,2,9/4/2020,9,4,2020,0,
14,D0,N0,Han-NE,B2,2,9/4/2020,9,4,2020,0,
14,D0,N0,Han-NE,B2,2,9/4/2020,9,4,2020,0,
14,D0,N0,Han-NE,B2,2,9/4/2020,9,4,2020,0,
15,D1,N1,Helena,B2,3,9/4/2020,9,4,2020,23,F
15,D1,N1,Helena,B2,3,9/4/2020,9,4,2020,32,F
15,D1,N1,Helena,B2,3,9/4/2020,9,4,2020,22,F
15,D1,N1,Helena,B2,3,9/4/2020,9,4,2020,23,FF
15,D1,N1,Helena,B2,3,9/4/2020,9,4,2020,11,F
15,D1,N1,Helena,B2,3,9/4/2020,9,4,2020,18,F
16,D1,N1,CFX-1,B2,4,9/4/2020,9,4,2020,0,
16,D1,N1,CFX-1,B2,4,9/4/2020,9,4,2020,0,
16,D1,N1,CFX-1,B2,4,9/4/2020,9,4,2020,0,
16,D1,N1,CFX-1,B2,4,9/4/2020,9,4,2020,0,
16,D1,N1,CFX-1,B2,4,9/4/2020,9,4,2020,0,
16,D1,N1,CFX-1,B2,4,9/4/2020,9,4,2020,0,
17,D0,N1,CFX-1,B2,5,9/4/2020,9,4,2020,0,
17,D0,N1,CFX-1,B2,5,9/4/2020,9,4,2020,0,
17,D0,N1,CFX-1,B2,5,9/4/2020,9,4,2020,0,
17,D0,N1,CFX-1,B2,5,9/4/2020,9,4,2020,0,
17,D0,N1,CFX-1,B2,5,9/4/2020,9,4,2020,0,
17,D0,N1,CFX-1,B2,5,9/4/2020,9,4,2020,0,
18,D1,N1,Han-NE,B2,6,9/4/2020,9,4,2020,40,F
18,D1,N1,Han-NE,B2,6,9/4/2020,9,4,2020,46,F
18,D1,N1,Han-NE,B2,6,9/4/2020,9,4,2020,38,F
18,D1,N1,Han-NE,B2,6,9/4/2020,9,4,2020,25,F
18,D1,N1,Han-NE,B2,6,9/4/2020,9,4,2020,70,M
18,D1,N1,Han-NE,B2,6,9/4/2020,9,4,2020,33,F
19,D0,N0,Helena,B2,7,9/4/2020,9,4,2020,0,
19,D0,N0,Helena,B2,7,9/4/2020,9,4,2020,0,
19,D0,N0,Helena,B2,7,9/4/2020,9,4,2020,0,
19,D0,N0,Helena,B2,7,9/4/2020,9,4,2020,0,
19,D0,N0,Helena,B2,7,9/4/2020,9,4,2020,0,
19,D0,N0,Helena,B2,7,9/4/2020,9,4,2020,0,
20,D0,N1,Helena,B2,8,9/4/2020,9,4,2020,0,
20,D0,N1,Helena,B2,8,9/4/2020,9,4,2020,0,
20,D0,N1,Helena,B2,8,9/4/2020,9,4,2020,0,
20,D0,N1,Helena,B2,8,9/4/2020,9,4,2020,0,
20,D0,N1,Helena,B2,8,9/4/2020,9,4,2020,0,
20,D0,N1,Helena,B2,8,9/4/2020,9,4,2020,0,
21,D0,N1,Han-NE,B2,9,9/4/2020,9,4,2020,0,
21,D0,N1,Han-NE,B2,9,9/4/2020,9,4,2020,0,
21,D0,N1,Han-NE,B2,9,9/4/2020,9,4,2020,0,
21,D0,N1,Han-NE,B2,9,9/4/2020,9,4,2020,0,
21,D0,N1,Han-NE,B2,9,9/4/2020,9,4,2020,0,
21,D0,N1,Han-NE,B2,9,9/4/2020,9,4,2020,0,
22,D0,N0,CFX-1,B2,10,9/4/2020,9,4,2020,0,
22,D0,N0,CFX-1,B2,10,9/4/2020,9,4,2020,0,
22,D0,N0,CFX-1,B2,10,9/4/2020,9,4,2020,0,
22,D0,N0,CFX-1,B2,10,9/4/2020,9,4,2020,0,
22,D0,N0,CFX-1,B2,10,9/4/2020,9,4,2020,0,
22,D0,N0,CFX-1,B2,10,9/4/2020,9,4,2020,0,
23,D1,N0,Han-NE,B2,11,9/4/2020,9,4,2020,26,F
23,D1,N0,Han-NE,B2,11,9/4/2020,9,4,2020,30,F
23,D1,N0,Han-NE,B2,11,9/4/2020,9,4,2020,30,F
23,D1,N0,Han-NE,B2,11,9/4/2020,9,4,2020,0,
23,D1,N0,Han-NE,B2,11,9/4/2020,9,4,2020,0,
23,D1,N0,Han-NE,B2,11,9/4/2020,9,4,2020,0,
24,D1,N0,Helena,B2,12,9/4/2020,9,4,2020,0,
24,D1,N0,Helena,B2,12,9/4/2020,9,4,2020,0,
24,D1,N0,Helena,B2,12,9/4/2020,9,4,2020,0,
24,D1,N0,Helena,B2,12,9/4/2020,9,4,2020,0,
24,D1,N0,Helena,B2,12,9/4/2020,9,4,2020,0,
24,D1,N0,Helena,B2,12,9/4/2020,9,4,2020,0,
25,D1,N0,Han-NE,B3,1,9/4/2020,9,4,2020,39,F
25,D1,N0,Han-NE,B3,1,9/4/2020,9,4,2020,67,M
25,D1,N0,Han-NE,B3,1,9/4/2020,9,4,2020,32,F
25,D1,N0,Han-NE,B3,1,9/4/2020,9,4,2020,22,F
25,D1,N0,Han-NE,B3,1,9/4/2020,9,4,2020,62,M
25,D1,N0,Han-NE,B3,1,9/4/2020,9,4,2020,29,F
26,D0,N1,Helena,B3,2,9/4/2020,9,4,2020,0,
26,D0,N1,Helena,B3,2,9/4/2020,9,4,2020,0,
26,D0,N1,Helena,B3,2,9/4/2020,9,4,2020,0,
26,D0,N1,Helena,B3,2,9/4/2020,9,4,2020,0,
26,D0,N1,Helena,B3,2,9/4/2020,9,4,2020,0,
26,D0,N1,Helena,B3,2,9/4/2020,9,4,2020,0,
27,D1,N1,Han-NE,B3,3,9/4/2020,9,4,2020,37,F
27,D1,N1,Han-NE,B3,3,9/4/2020,9,4,2020,35,F
27,D1,N1,Han-NE,B3,3,9/4/2020,9,4,2020,22,F
27,D1,N1,Han-NE,B3,3,9/4/2020,9,4,2020,80,M
27,D1,N1,Han-NE,B3,3,9/4/2020,9,4,2020,58,M
27,D1,N1,Han-NE,B3,3,9/4/2020,9,4,2020,44,F
28,D1,N0,Helena,B3,4,9/4/2020,9,4,2020,43,M
28,D1,N0,Helena,B3,4,9/4/2020,9,4,2020,17,F
28,D1,N0,Helena,B3,4,9/4/2020,9,4,2020,33,M
28,D1,N0,Helena,B3,4,9/4/2020,9,4,2020,21,F
28,D1,N0,Helena,B3,4,9/4/2020,9,4,2020,29,F
28,D1,N0,Helena,B3,4,9/4/2020,9,4,2020,22,F
29,D0,N1,Han-NE,B3,5,9/4/2020,9,4,2020,0,
29,D0,N1,Han-NE,B3,5,9/4/2020,9,4,2020,0,
29,D0,N1,Han-NE,B3,5,9/4/2020,9,4,2020,0,
29,D0,N1,Han-NE,B3,5,9/4/2020,9,4,2020,0,
29,D0,N1,Han-NE,B3,5,9/4/2020,9,4,2020,0,
29,D0,N1,Han-NE,B3,5,9/4/2020,9,4,2020,0,
30,D0,N1,CFX-1,B3,6,9/4/2020,9,4,2020,0,
30,D0,N1,CFX-1,B3,6,9/4/2020,9,4,2020,0,
30,D0,N1,CFX-1,B3,6,9/4/2020,9,4,2020,0,
30,D0,N1,CFX-1,B3,6,9/4/2020,9,4,2020,0,
30,D0,N1,CFX-1,B3,6,9/4/2020,9,4,2020,0,
30,D0,N1,CFX-1,B3,6,9/4/2020,9,4,2020,0,
30,D0,N1,CFX-1,B3,6,9/4/2020,9,4,2020,0,
31,D0,N0,Han-NE,B3,7,9/4/2020,9,4,2020,0,
31,D0,N0,Han-NE,B3,7,9/4/2020,9,4,2020,0,
31,D0,N0,Han-NE,B3,7,9/4/2020,9,4,2020,0,
31,D0,N0,Han-NE,B3,7,9/4/2020,9,4,2020,0,
31,D0,N0,Han-NE,B3,7,9/4/2020,9,4,2020,0,
31,D0,N0,Han-NE,B3,7,9/4/2020,9,4,2020,0,
31,D0,N0,Han-NE,B3,7,9/4/2020,9,4,2020,0,
32,D1,N1,CFX-1,B3,8,9/4/2020,9,4,2020,0,
32,D1,N1,CFX-1,B3,8,9/4/2020,9,4,2020,0,
32,D1,N1,CFX-1,B3,8,9/4/2020,9,4,2020,0,
32,D1,N1,CFX-1,B3,8,9/4/2020,9,4,2020,0,
32,D1,N1,CFX-1,B3,8,9/4/2020,9,4,2020,0,
32,D1,N1,CFX-1,B3,8,9/4/2020,9,4,2020,0,
33,D1,N0,CFX-1,B3,9,9/4/2020,9,4,2020,25,F
33,D1,N0,CFX-1,B3,9,9/4/2020,9,4,2020,17,F
33,D1,N0,CFX-1,B3,9,9/4/2020,9,4,2020,36,M
33,D1,N0,CFX-1,B3,9,9/4/2020,9,4,2020,26,F
